id,country,stateCode,latitude,longitude,springName,type,tempF,access,fee,externalLink
s001590,USA,WY,44.9670,-110.708,MAMMOTH HOT SPRINGS,,163,,,
s001591,USA,WY,44.6840,-110.753,MONUMENT GEYSER BASIN,,197,,,
s001592,USA,WY,44.5710,-110.811,MORNING MIST SPRINGS,,205,,,
s001593,USA,WY,44.6170,-110.432,MUD GEYSERS,,H,,,
s001594,USA,WY,44.6250,-110.433,MUD VOLCANO,,131,,,
s001595,USA,WY,44.6710,-110.290,PONUNTPA SPRINGS GROUP,,180,,,
s001596,USA,WY,44.5680,-110.805,QUAGMIRE GROUP,,203,,,
s001597,USA,WY,44.5640,-110.869,QUEENS LAUNDRY,,192,,,
s001598,USA,WY,44.5140,-110.828,RABBIT CREEK GROUP,,198,,,
s001599,USA,WY,44.7690,-110.269,RAINBOW SPRINGS,,190,,,
s001600,USA,WY,44.5560,-110.832,RIVER GROUP,,196,,,
s001601,USA,WY,44.5630,-110.834,RIVER GROUP,,205,,,
s001602,USA,WY,44.7530,-110.724,"ROADSIDE SPRINGS, FRYING PAN SPRING",,158,,,
s001603,USA,WY,44.6710,-110.786,SECRET VALLEY HOT SPRINGS,,95,,,
s001604,USA,WY,44.7860,-110.740,SEMI-CENTENNIAL GEYSER,,198,,,
s001605,USA,WY,44.7540,-110.403,SEVENMILE HOLE,,154,,,
s001606,USA,WY,44.5510,-110.850,SPRINGS ON FAIRY CREEK,,H,,,
s001607,USA,WY,44.7810,-110.738,STEAM VENTS AT ROARING MOUNTAIN,,H,,,
s001608,USA,WY,44.5300,-110.297,STEAMBOAT SPRINGS,,198,,,
s001609,USA,WY,44.6280,-110.433,SULPHUR CALDRON,,190,,,
s001610,USA,WY,44.6530,-110.482,SULPHUR SPRINGS,,194,,,
s001611,USA,WY,44.7020,-110.767,SYLVAN SPRINGS,,192,,,
s001612,USA,WY,44.6340,-110.234,THE MUDKETTLES,,H,,,
s001613,USA,WY,44.6340,-110.226,THE MUSHPOTS,,H,,,
s001614,USA,WY,44.5440,-110.258,TURBID SPRINGS,,198,,,
s001615,USA,WY,44.5820,-110.314,VERMILION SPRINGS,,140,,,
s001616,USA,WY,44.6560,-110.572,VIOLET SPRINGS,,H,,,
s001617,USA,WY,44.7080,-110.471,WARM SPRING,,W,,,
s001618,USA,WY,44.7660,-110.429,WASHBURN HOT SPRINGS,,196,,,
s001619,USA,WY,44.5290,-110.791,WHITE CREEK GROUP,,185,,,
s001620,USA,WY,44.5370,-110.801,"WHITE DOME GEYSER, SURPRISE POOL",,203,,,
s001621,USA,WY,44.7810,-110.699,WHITEROCK SPRINGS,,144,,,
s001622,USA,WY,44.7420,-110.579,WOLF LAKE SPRINGS,,91,,,
s001623,USA,WY,44.6000,-110.203,null,,95,,,
s001624,USA,WY,44.5660,-110.816,null,,199,,,
s001625,USA,WY,44.7280,-110.701,null,,192,,,
s001626,USA,WY,44.7220,-110.708,null,,201,,,
s001627,USA,WY,44.7200,-110.715,null,,144,,,
s001628,USA,WY,44.7140,-110.475,null,,167,,,
s001629,USA,WY,44.6900,-110.750,null,,187,,,
s001630,USA,WY,42.5450,-106.725,ALCOVA HOT SPRINGS,,129,,,
s001631,USA,WY,42.7020,-107.105,HORSE CREEK SPRINGS,,75,,,
s001632,USA,WY,44.4980,-109.193,BUFFALO BILL RESERVOIR SPRINGS,,W,,,
s001633,USA,WY,44.4950,-109.222,BUFFALO BILL RESERVOIR SPRINGS,,W,,,
s001634,USA,WY,44.4820,-109.204,BUFFALO BILL RESERVOIR SPRINGS,,W,,,
s001635,USA,WY,44.5130,-109.115,DE MARIS SPRINGS,,97,,,
s001636,USA,WY,44.7490,-108.188,LITTLE SHEEP MOUNTAIN SPRING,,68,,,
s001637,USA,WY,44.5110,-109.156,NEEDLE HOT SPRINGS,,75,,,
s001638,USA,WY,44.6080,-108.138,SHEEP MOUNTAIN SPRINGS,,70,,,
s001639,USA,WY,44.5130,-109.129,SHOSHONE HOT SPRINGS,,95,,,
s001640,USA,WY,43.5430,-110.741,ABERCROMBIE WARM SPRINGS,,81,,,
s001641,USA,WY,43.3000,-110.775,ASTORIA MINERAL HOT SPRINGS,,99,,,
s001642,USA,WY,43.4710,-110.835,BOYLES HILL SPRINGS,,86,,,
s001643,USA,WY,43.3650,-110.443,GRANITE FALLS HOT SPRINGS,,112,,,
s001644,USA,WY,43.3700,-110.445,GRANITE HOT SPRING,,106,,,
s001645,USA,WY,43.9580,-110.696,JACKSON LAKE HOT SPRINGS,,162,,,
s001646,USA,WY,43.6390,-110.615,KELLY WARM SPRING,,81,,,
s001647,USA,WY,43.2820,-110.019,KENDALL WARM SPRING,,86,,,
s001648,USA,WY,43.9070,-110.198,NORTH BUFFALO FORK SPRINGS,,113,,,
s001649,USA,WY,42.7500,-109.616,STEELE HOT SPRINGS,,102,,,
s001650,USA,WY,42.4920,-108.172,SWEETWATER STATION WARM SPRINGS,,90,,,
s001651,USA,WY,42.8280,-110.999,AUBURN HOT SPRINGS,,144,,,
s001652,USA,WY,42.8170,-110.997,JOHNSON SPRINGS,,115,,,
s001653,USA,WY,41.4500,-106.804,SARATOGA HOT SPRINGS,,129,,,
s001654,USA,WY,43.5600,-109.732,GEYSER (WARM SPRING CREEK SPRINGS),,84,,,
s001655,USA,WY,43.4890,-109.605,JAKEYS FORK SPRING,,68,,,
s001656,USA,WY,43.5200,-109.669,LITTLE WARM SPRING,,77,,,
s001657,USA,WY,43.6540,-108.194,THERMOPOLIS HOT SPRINGS,,133,,,
s001658,USA,WY,43.0080,-108.835,WASHAKIE MINERAL HOT SPRINGS,,111,,,
s001659,USA,WY,43.5830,-108.213,WIND RIVER CANYON SPRING,,72,,,
s001660,USA,WY,42.6650,-105.394,DOUGLAS HOT SPRINGS,,86,,,
s001661,USA,WY,42.2490,-104.781,WARM SPRINGS (IMMIGRANTS WASHTUB),,70,,,
