id,country,stateCode,latitude,longitude,springName,type,tempF,access,fee,externalLink
s000001,USA,AK,51.9250,-177.160,FUMAROLES ON KANAGA ISLAND,,219,,,
s000002,USA,AK,51.8100,-177.790,HOT SPRING ON TANAGA ISLAND,,,,,
s000003,USA,AK,51.9700,-176.610,HOT SPRINGS ON ADAK ISLAND,,154,,,
s000004,USA,AK,52.0420,-176.108,HOT SPRINGS ON GREAT SITKIN ISLAND,,210,,,
s000005,USA,AK,58.9200,-153.980,HOT SPRING WEST OF CAPE DOUGLAS,,,,,
s000006,USA,AK,52.1900,-174.250,HOT SPRINGS ON ATKA ISLAND,,167,,,
s000007,USA,AK,52.3400,-174.260,HOT SPRINGS ON ATKA ISLAND,,H,,,
s000008,USA,AK,52.2700,-174.042,HOT SPRINGS ON ATKA ISLAND,,H,,,
s000009,USA,AK,52.8700,173.130,HOT SPRING ON ATTU ISLAND,,W,,,
s000010,USA,AK,66.2170,-149.547,DALL HOT SPRINGS,,129,,,
s000011,USA,AK,65.2170,-162.900,HOT SPRINGS NEAR LAVA CREEK,,127,,,
s000012,USA,AK,65.0930,-164.922,PILGRIM SPRINGS,,178,,,
s000013,USA,AK,65.8580,-164.710,SERPENTINE HOT SPRINGS,,171,,,
s000014,USA,AK,60.8370,-142.420,HOT SPRING ON TWELVEMILE CREEK,,,,,
s000015,USA,AK,66.3420,-150.850,KANUTI HOT SPRINGS,,151,,,
s000016,USA,AK,56.6800,-131.882,BARNES LAKE HOT SPRINGS,,79,,,
s000017,USA,AK,56.2330,-131.267,BRADFIELD CANAL HOT SPRINGS,,135,,,
s000018,USA,AK,65.3670,-161.250,GRANITE MOUNTAIN HOT SPRINGS,,120,,,
s000019,USA,AK,65.0470,-142.848,HOT SPRING ON FLAT CREEK,,,,,
s000020,USA,AK,56.9280,-158.120,SURPRISE LAKE HOT SPRING,,73,,,
s000021,USA,AK,65.0530,-146.057,CHENA HOT SPRINGS,,153,,,
s000022,USA,AK,65.4830,-144.637,CIRCLE HOT SPRINGS,,135,,,
s000023,USA,AK,65.2330,-144.483,HOT SPRINGS ON BIG WINDY CREEK,,H,,,
s000024,USA,AK,55.3340,-162.137,HOT SPRING AT WEST END EMMONS LAKE,,68,,,
s000025,USA,AK,55.2170,-162.483,HOT SPRINGS EAST OF COLD BAY,,129,,,
s000026,USA,AK,55.3340,-133.641,DALTON (CRAIG) HOT SPRINGS,,109,,,
s000027,USA,AK,54.9000,-162.885,HOT SPRING ON AMAGAT ISLAND,,H,,,
s000028,USA,AK,54.9440,-163.251,HOT SPRINGS NEAR MORZHOVOI,,145,,,
s000029,USA,AK,51.7750,-178.793,FUMAROLES ON GARELOI ISLAND,,H,,,
s000030,USA,AK,51.7620,-178.770,FUMAROLES ON GARELOI ISLAND,,144,,,
s000031,USA,AK,62.0580,-145.222,MINERAL SPRING (LOWER KLAWASI CONE),,82,,,
s000032,USA,AK,62.0810,-145.007,UPPER KLAWASI WARM SPRINGS,,86,,,
s000033,USA,AK,66.1970,-154.006,TUNALKTEN LAKE HOT SPRING,,null,,,
s000034,USA,AK,62.4500,-157.933,HOT SPRING NEAR FLAT,,W,,,
s000035,USA,AK,55.9830,-131.661,BAILEY HOT SPRING,,198,,,
s000036,USA,AK,55.9330,-131.559,BELL ISLAND HOT SPRINGS,,165,,,
s000037,USA,AK,65.2160,-149.993,HUTLINANA HOT SPRINGS,,109,,,
s000038,USA,AK,65.2740,-148.847,TOLOVANA HOT SPRINGS,,140,,,
s000039,USA,AK,65.9080,-154.993,DENIKTOW RIDGE HOT SPRINGS,,H,,,
s000040,USA,AK,65.2670,-155.280,HOT SPRINGS NEAR DULBI RIVER,,126,,,
s000041,USA,AK,65.4590,-153.312,LITTLE MELOZITNA HOT SPRINGS,,176,,,
s000042,USA,AK,65.1290,-154.692,MELOZI (MELOZITNA) SPRINGS,,131,,,
s000043,USA,AK,65.9700,-154.033,POCAHONTAS HOT SPRINGS,,H,,,
s000044,USA,AK,58.3700,-137.090,HOT SPRINGS NEAR ICY POINT,,153,,,
s000045,USA,AK,58.0330,-136.017,HOT SPRINGS NORTH END TENAKEE INLET,,180,,,
s000046,USA,AK,58.2400,-155.090,HOT SPRING NEAR KATMAI PASS,,H,,,
s000047,USA,AK,58.2700,-154.890,HOT SPRINGS NEAR MT KATMAI,,H,,,
s000048,USA,AK,63.8830,-150.717,HOT SPRINGS EAST OF DIAMOND,,W,,,
s000049,USA,AK,63.6830,-151.233,HOT SPRINGS NEAR GLACIER,,W,,,
s000050,USA,AK,69.3300,-144.044,OKPILAK SPRINGS,,119,,,
s000051,USA,AK,69.6270,-146.027,RED HILL SPRING,,91,,,
s000052,USA,AK,64.0020,-156.300,HOT SPRING ON TRIBUTARY OF INNOKO R,,H,,,
s000053,USA,AK,56.7170,-132.005,CHIEF SHAKES HOT SPRINGS,,122,,,
s000054,USA,AK,56.5800,-132.180,SOUTH STIKINE SPRING,,W,,,
s000055,USA,AK,56.6670,-132.280,TWIN LAKES HOT SPRINGS,,70,,,
s000056,USA,AK,56.8360,-135.374,GODDARD HOT SPRINGS,,153,,,
s000057,USA,AK,55.3680,-161.961,FUMAROLE,,H,,,
s000058,USA,AK,55.8630,-160.493,HOT SPRING NEAR PORT MOLLER,,160,,,
s000059,USA,AK,51.9440,178.547,FUMAROLES ON LITTLE SITKIN ISLAND,,,,,
s000060,USA,AK,51.9630,178.491,FUMAROLES ON LITTLE SITKIN ISLAND,,,,,
s000061,USA,AK,51.9670,178.444,FUMAROLES ON LITTLE SITKIN ISLAND,,,,,
s000062,USA,AK,51.9400,178.500,HOT SPRING ON LITTLE SITKIN ISLAND,,,,,
s000063,USA,AK,64.9240,-154.837,HORNER HOT SPRINGS,,117,,,
s000064,USA,AK,61.0580,-160.692,HOT SPRING NEAR TULUKSAK RIVER,,H,,,
s000065,USA,AK,61.2000,-159.863,HOT SPRINGS NEAR OPHIR CREEK,,145,,,
s000066,USA,AK,52.8400,-169.900,CHUGINADAK HOT SPRINGS,,H,,,
s000067,USA,AK,52.9600,-169.710,HOT SPRING ON KAGAMIL ISLAND,,H,,,
s000068,USA,AK,52.3580,-172.317,HOT SPRING ON SEGUAM ISLAND,,H,,,
s000069,USA,AK,66.3670,-156.767,HOT SPRINGS NEAR DIVISION BM,,140,,,
s000070,USA,AK,66.1500,-157.117,HOT SPRINGS NEAR SOUTH BM,,122,,,
s000071,USA,AK,66.2330,-157.583,HOT SPRINGS ON HAWK RIVER,,122,,,
s000072,USA,AK,66.3830,-157.517,WARM SPRING NEAR PURCELL MOUNTAIN,,68,,,
s000073,USA,AK,57.0850,-134.839,BARANOF WARM SPRINGS,,124,,,
s000074,USA,AK,57.3480,-135.385,HOT SPRING NEAR FISH BAY,,117,,,
s000075,USA,AK,57.7710,-135.820,HOT SPRING NORTH ARM PERIL STRAIT,,100,,,
s000076,USA,AK,57.6440,-135.333,NYLEN HOT SPRINGS,,120,,,
s000077,USA,AK,57.7810,-135.217,TENAKEE HOT SPRINGS,,109,,,
s000078,USA,AK,57.8070,-136.341,WHITE SULPHUR SPRINGS (HOONIAH H S),,111,,,
s000079,USA,AK,61.3630,-157.733,HOT SPRINGS ON UPPER CHUILNUK RIVER,,H,,,
s000080,USA,AK,64.8500,-162.300,CLEAR CREEK HOT SPRINGS,,149,,,
s000081,USA,AK,64.7000,-162.467,HOT SPRING NEAR KWINIUK RIVER,,106,,,
s000082,USA,AK,67.4030,-153.883,HOT SPRING NEAR ARRIGETCH PEAKS,,W,,,
s000083,USA,AK,67.2830,-155.067,REED RIVER HOT SPRING,,122,,,
s000084,USA,AK,65.4500,-150.000,HOT SPRING NEAR LITTLE MINOOK CR,,,,,
s000085,USA,AK,65.9830,-150.560,HOT SPRINGS ON LOWER RAY RIVER,,142,,,
s000086,USA,AK,65.8100,-151.237,KILO HOT SPRING,,122,,,
s000087,USA,AK,65.0060,-150.633,MANLEY HOT SPRINGS,,133,,,
s000088,USA,AK,65.9630,-150.919,RAY RIVER HOT SPRING,,117,,,
s000089,USA,AK,61.2670,-151.238,HOT LAKE IN BOTTOM OF CRATER PEAK,,H,,,
s000090,USA,AK,57.8650,-156.499,GAS ROCKS HOT SPRING,,127,,,
s000091,USA,AK,57.1780,-157.015,HOT SPRING NEAR MOTHER GOOSE LAKE,,138,,,
s000092,USA,AK,57.8310,-156.513,W UKINEK SPRING,,178,,,
s000093,USA,AK,53.2330,-168.300,HOT SPRING ON UMNAK ISLAND,,149,,,
s000094,USA,AK,53.2130,-168.463,HOT SPRINGS NEAR GEYSER BIGHT,,216,,,
s000095,USA,AK,53.2070,-168.445,HOT SPRINGS NEAR GEYSER BIGHT,,H,,,
s000096,USA,AK,53.2230,-168.477,HOT SPRINGS NEAR GEYSER BIGHT,,214,,,
s000097,USA,AK,53.2420,-168.365,HOT SPRINGS NEAR HOT SPRINGS COVE,,192,,,
s000098,USA,AK,53.2530,-168.358,HOT SPRINGS NEAR HOT SPRINGS COVE,,158,,,
s000099,USA,AK,53.9500,-168.037,HOT SPRINGS ON BOGOSLOF ISLAND,,H,,,
s000100,USA,AK,53.4430,-168.092,THERMAL SPRINGS IN OKMOK CALDERA,,212,,,
s000101,USA,AK,53.8480,-166.873,HOT SPRINGS NEAR MAKUSHIN VOLCANO,,94,,,
s000102,USA,AK,53.8510,-166.918,HOT SPRINGS NEAR MAKUSHIN VOLCANO,,H,,,
s000103,USA,AK,53.8770,-166.448,HOT SPRINGS NEAR SUMMER BAY,,H,,,
s000104,USA,AK,53.8920,-166.930,MAKUSHIN VOLCANO FUMAROLES,,310,,,
s000105,USA,AK,54.6600,-164.550,HOT SPRING ON UNIMAK ISLAND,,H,,,
s000106,USA,AK,54.1570,-165.850,HOT SPRINGS NEAR HOT SPRINGS BAY,,181,,,
s000107,USA,AK,54.1800,-165.410,HOT SPRINGS ON AKUN ISLAND,,H,,,
s000108,USA,AK,54.2300,-165.660,HOT SPRINGS ON AKUN ISLAND,,H,,,
s000109,USA,AR,34.5420,-93.0240,BIG CHALYBEATE SPRING,,79,,,
s000110,USA,AR,34.3840,-93.6070,CADDO GAP SPRINGS,,95,,,
s000111,USA,AR,34.5130,-93.0530,HOT SPRINGS,,147,,,
s000112,USA,AR,34.4060,-93.9080,SPRING ON LITTLE MISSOURI RIVER,,74,,,
s000113,USA,AR,34.3210,-93.7390,SPRING ON REDLAND MOUNTAIN,,77,,,
s000114,USA,AR,36.4800,-91.0530,WARM SPRINGS,,82,,,
s000115,USA,AZ,32.9840,-113.324,AGUA CALIENTE SPRINGS,,102,,,
s000116,USA,AZ,33.0550,-109.295,CLIFTON HOT SPRINGS,,102,,,
s000117,USA,AZ,33.0460,-109.440,EAGLE CREEK HOT SPRINGS,,97,,,
s000118,USA,AZ,33.0080,-109.778,GRAPEVINE SPRING,,91,,,
s000119,USA,AZ,33.4000,-109.152,HANNAH HOT SPRING,,133,,,
s000120,USA,AZ,33.0800,-109.303,HOT SPRING,,138,,,
s000121,USA,AZ,33.0750,-109.298,SEEP,,95,,,
s000122,USA,AZ,33.0680,-109.975,WARM SPRING,,90,,,
s000123,USA,AZ,33.0620,-109.482,WARM SPRING,,73,,,
s000124,USA,AZ,31.6730,-109.902,ANTELOPE SPRING,,79,,,
s000125,USA,AZ,31.3620,-109.265,ASTIN SPRING,,75,,,
s000126,USA,AZ,31.5920,-109.510,LEWIS SPRING,,68,,,
s000127,USA,AZ,32.7410,-114.068,RADIUM HOT SPRINGS,,140,,,
s000128,USA,AZ,36.1960,-113.081,LAVA WARM SPRINGS,,90,,,
s000129,USA,AZ,36.4180,-113.956,PAKOON SPRINGS,,86,,,
s000130,USA,AZ,36.8950,-113.913,SPRINGS,,79,,,
s000131,USA,AZ,34.6490,-111.744,SODA SPRING,,75,,,
s000132,USA,AZ,34.4050,-111.602,SPRING,,72,,,
s000133,USA,AZ,34.0760,-111.708,SPRING (HOT),,99,,,
s000134,USA,AZ,34.3200,-111.453,TONTO NATURAL BRIDGE SPRING,,72,,,
s000135,USA,AZ,34.3570,-111.710,VERDE HOT SPRINGS,,104,,,
s000136,USA,AZ,35.9840,-114.742,HOT SPRING,,H,,,
s000137,USA,AZ,35.9600,-114.725,HOT SPRING,,86,,,
s000138,USA,AZ,31.9430,-113.013,QUITOBAQUITO SPRINGS,,90,,,
s000139,USA,AZ,36.5090,-111.852,COLORADO POOL,,86,,,
s000140,USA,AZ,33.5100,-110.403,CASSADORE SPRING,,73,,,
s000141,USA,AZ,33.1700,-110.528,COOLIDGE DAM WARM SPRING,,99,,,
s000142,USA,AZ,33.1520,-110.639,MESCAL WARM SPRING,,84,,,
s000143,USA,AZ,33.2090,-110.818,PIONEER SPRING,,91,,,
s000144,USA,AZ,33.6690,-111.165,ROOSEVELT DAM SPRINGS,,118,,,
s000145,USA,AZ,33.8310,-110.574,SALT BANKS,,78,,,
s000146,USA,AZ,33.2530,-110.703,SPRING,,75,,,
s000147,USA,AZ,33.1630,-110.662,SPRING,,82,,,
s000148,USA,AZ,33.7800,-110.317,WARM SPRING,,W,,,
s000149,USA,AZ,33.4380,-110.213,WARM SPRINGS,,86,,,
s000150,USA,AZ,33.1980,-110.668,null,,99,,,
s000151,USA,AZ,33.7480,-110.235,null,,83,,,
s000152,USA,AZ,34.9250,-114.221,CALICHE SPRING,,79,,,
s000153,USA,AZ,34.8960,-114.308,OATMAN WARM SPRINGS,,91,,,
s000154,USA,AZ,31.6950,-110.963,AGUA CALIENTE SPRING,,90,,,
s000155,USA,AZ,31.6370,-110.703,MONKEY SPRING,,82,,,
s000156,USA,AZ,33.9880,-112.362,CASTLE HOT SPRINGS,,115,,,
s000157,USA,AZ,33.9150,-112.332,MITCHELL SPRING,,79,,,
s000158,USA,AZ,34.6950,-113.572,COFER HOT SPRING,,97,,,
s000159,USA,AZ,34.5630,-113.497,KAISER HOT SPRING,,99,,,
s000160,USA,AZ,34.4450,-112.693,SPRING,,72,,,
s000161,USA,AZ,34.9100,-113.608,TOM BROWN WARM SPRING,,82,,,
s000162,USA,AZ,34.4360,-109.402,SALADO SPRINGS,,72,,,
s000163,USA,AZ,32.9710,-109.350,GILLARD HOT SPRINGS,,180,,,
s000164,USA,AZ,32.9980,-109.901,INDIAN HOT SPRINGS,,118,,,
s000165,USA,AZ,32.2810,-110.730,AGUA CALIENTE,,86,,,
s000166,USA,AZ,32.3360,-110.240,HOOKERS HOT SPRINGS,,127,,,
s000167,USA,AZ,32.3370,-110.708,MERCER SPRING,,77,,,
s000168,USA,AZ,32.3270,-110.228,N-O SPRING,,73,,,
s000169,USA,AZ,32.9830,-110.373,WARM SPRING,,79,,,
s000170,USA,AZ,32.3450,-110.247,WARM SPRINGS,,91,,,
s000171,USA,AZ,35.2130,-113.425,CASA GRANDE SPRING,,72,,,
s000172,USA,AZ,35.1690,-113.851,FROST MINE SPRING,,70,,,
s000173,USA,AZ,35.0770,-113.267,TROUT CREEK SPRING,,81,,,
s000174,USA,AZ,35.1100,-113.810,null,,73,,,
s000175,USA,CA,41.1670,-120.032,BARE RANCH SPRING,,90,,,
s000176,USA,CA,41.1430,-121.110,BASSETT HOT SPRINGS,,174,,,
s000177,USA,CA,41.0250,-121.924,BIG BEND HOT SPRINGS,,180,,,
s000178,USA,CA,41.4920,-120.700,ESSEX SPRINGS,,91,,,
s000179,USA,CA,41.8600,-120.158,FORT BIDWELL HOT SPRING,,113,,,
s000180,USA,CA,41.6070,-121.523,HOT SPOT,,191,,,
s000181,USA,CA,41.0120,-121.274,HOT SPRINGS,,H,,,
s000182,USA,CA,41.2660,-120.080,HOT SPRINGS (MENLO BATHS),,135,,,
s000183,USA,CA,41.5340,-120.078,HOT SPRINGS (SURPRISE VALLEY),,208,,,
s000184,USA,CA,41.0360,-121.926,HUNT HOT SPRING,,136,,,
s000185,USA,CA,41.1260,-121.028,KELLOG HOT SPRINGS,,172,,,
s000186,USA,CA,41.4500,-120.834,KELLY HOT SPRING,,198,,,
s000187,USA,CA,41.6700,-120.206,LAKE CITY HOT SPRINGS,,207,,,
s000188,USA,CA,41.6000,-120.088,LEONARDS HOT SPRINGS,,144,,,
s000189,USA,CA,41.2290,-121.405,LITTLE HOT SPRING,,169,,,
s000190,USA,CA,41.8280,-120.917,POTHOLE SPRING,,78,,,
s000191,USA,CA,41.6150,-120.102,SEYFERTH HOT SPRINGS,,185,,,
s000192,USA,CA,41.4840,-120.764,SPRING,,81,,,
s000193,USA,CA,41.1960,-120.475,SPRINGS,,W,,,
s000194,USA,CA,41.2190,-120.066,SQUAW BATHS,,106,,,
s000195,USA,CA,41.1600,-120.403,WARM SPRING,,70,,,
s000196,USA,CA,41.2520,-120.521,WARM SPRING,,75,,,
s000197,USA,CA,41.9590,-120.936,WARM SPRING,,W,,,
s000198,USA,CA,41.1900,-120.383,WEST VALLEY RESERVOIR HOT SPRING,,171,,,
s000199,USA,CA,41.5420,-120.567,null,,81,,,
s000200,USA,CA,41.4660,-120.525,null,,72,,,
s000201,USA,CA,41.3600,-120.723,null,,81,,,
s000202,USA,CA,41.2080,-120.054,null,,109,,,
s000203,USA,CA,35.8810,-118.670,CALIFORNIA HOT SPRINGS,,122,,,
s000204,USA,CA,35.4390,-119.846,CARNEROS SPRING,,90,,,
s000205,USA,CA,35.5580,-118.612,DELONEGHA HOT SPRINGS,,112,,,
s000206,USA,CA,35.5280,-118.665,DEMOCRAT HOT SPRINGS,,115,,,
s000207,USA,CA,35.7270,-118.408,HOT SPRING,,113,,,
s000208,USA,CA,35.5750,-118.534,"MIRACLE HOT SPRS, HOBO HOT SPRS",,119,,,
s000209,USA,CA,35.4830,-119.917,MIZE SPRING,,73,,,
s000210,USA,CA,35.6200,-118.473,SCOVERN HOT SPRINGS,,133,,,
s000211,USA,CA,35.5360,-118.651,SPRING (HOT),,W,,,
s000212,USA,CA,35.1480,-118.783,WARM SPRING,,W,,,
s000213,USA,CA,35.4330,-118.478,YATES HOT SPRINGS,,100,,,
s000214,USA,CA,35.3630,-119.727,null,,93,,,
s000215,USA,CA,39.2260,-120.010,BROCKWAY HOT SPRINGS,,131,,,
s000216,USA,CA,39.5730,-120.348,CAMPBELL HOT SPRINGS,,111,,,
s000217,USA,CA,39.7280,-120.547,MCLEAR WARM SPRINGS,,86,,,
s000218,USA,CA,39.9220,-120.024,ZAMBONI HOT SPRINGS,,H,,,
s000219,USA,CA,39.9800,-120.064,null,,108,,,
s000220,USA,CA,36.0450,-117.769,COSO HOT SPRINGS,,207,,,
s000221,USA,CA,36.0360,-117.802,DEVILS KITCHEN,,207,,,
s000222,USA,CA,36.3300,-117.948,DIRTY SOCKS HOT SPRING,,93,,,
s000223,USA,CA,36.0310,-117.833,FUMAROLE,,203,,,
s000224,USA,CA,36.6750,-116.923,KEANE WONDER SPRING,,93,,,
s000225,USA,CA,36.6980,-117.848,LITTLE HUNTER CANYON SPRINGS,,81,,,
s000226,USA,CA,36.8060,-117.771,LOWER WARM SPRINGS,,110,,,
s000227,USA,CA,36.5120,-116.821,NEVARES SPRINGS,,102,,,
s000228,USA,CA,36.8140,-117.763,PALM SPRING,,120,,,
s000229,USA,CA,36.4950,-117.893,SPRINGS,,86,,,
s000230,USA,CA,36.4410,-116.829,TRAVERTINE SPRINGS,,90,,,
s000231,USA,CA,36.8300,-117.736,UPPER WARM SPRING,,W,,,
s000232,USA,CA,36.1220,-117.217,WARM SULPHUR SPRINGS,,80,,,
s000233,USA,CA,36.2290,-118.302,JORDAN HOT SPRINGS,,124,,,
s000234,USA,CA,36.4770,-118.404,KERN HOT SPRING,,109,,,
s000235,USA,CA,36.1300,-118.816,SODA SPRING,,72,,,
s000236,USA,CA,36.2100,-118.176,SODA SPRINGS,,100,,,
s000237,USA,CA,36.1170,-118.776,WARD SPRING,,70,,,
s000238,USA,CA,37.0290,-117.383,GRAPEVINE SPRINGS,,100,,,
s000239,USA,CA,33.7310,-118.348,WHITES POINT HOT SPRINGS,,115,,,
s000240,USA,CA,33.8020,-118.393,null,,77,,,
s000241,USA,CA,34.5380,-119.560,AGUA CALIENTE SPRING,,133,,,
s000242,USA,CA,34.4230,-119.538,BORON SPRING,,72,,,
s000243,USA,CA,34.1590,-118.499,EL ENCINO SPRINGS,,79,,,
s000244,USA,CA,34.5370,-119.613,LITTLE CALIENTE SPRING,,90,,,
s000245,USA,CA,34.4820,-119.302,MATILIJA HOT SPRINGS,,109,,,
s000246,USA,CA,34.4610,-119.637,MONTECITO HOT SPRINGS,,118,,,
s000247,USA,CA,34.5370,-119.879,SAN MARCOS HOT SPRING,,110,,,
s000248,USA,CA,34.5960,-118.998,SESPE HOT SPRINGS,,194,,,
s000249,USA,CA,43.5130,-119.903,SPRINGS AT TECOLOTE TUNNEL,,93,,,
s000250,USA,CA,34.4980,-119.341,STINGLEYS HOT SPRINGS,,123,,,
s000251,USA,CA,34.5020,-119.346,VICKERS HOT SPRINGS,,124,,,
s000252,USA,CA,34.6050,-118.561,WARM SPRING,,92,,,
s000253,USA,CA,34.5070,-119.291,WHEELER SPRINGS,,102,,,
s000254,USA,CA,34.5820,-119.044,WILLETT HOT SPRINGS,,108,,,
s000255,USA,CA,37.8020,-118.532,BENTON HOT SPRINGS,,134,,,
s000256,USA,CA,37.8880,-118.487,BERTRAND RANCH SPRINGS,,70,,,
s000257,USA,CA,37.2340,-118.881,BLANEY MEADOWS HOT SPRINGS,,109,,,
s000258,USA,CA,37.6470,-118.859,CASA DIABLO HOT POOL,,165,,,
s000259,USA,CA,37.6480,-118.914,CASA DIABLO HOT SPRINGS AND GEYSER,,199,,,
s000260,USA,CA,37.6380,-118.887,CHANCE SPRING,,73,,,
s000261,USA,CA,37.6770,-118.790,DEHY HOT SPRING,,134,,,
s000262,USA,CA,37.5320,-119.025,FISH CREEK HOT SPRINGS,,110,,,
s000263,USA,CA,37.6220,-119.028,FUMAROLES,,H,,,
s000264,USA,CA,37.6650,-118.828,HOT CREEK GORGE SPRINGS,,199,,,
s000265,USA,CA,37.6560,-118.834,HOT CREEK SPRINGS,,171,,,
s000266,USA,CA,37.7080,-118.813,HOT SPRING,,68,,,
s000267,USA,CA,37.6480,-118.806,HOT SPRINGS,,129,,,
s000268,USA,CA,37.2530,-118.373,KEOUGH HOT SPRINGS,,124,,,
s000269,USA,CA,37.6920,-118.839,LITTLE HOT CREEK SPRING,,180,,,
s000270,USA,CA,37.3270,-119.018,MONO HOT SPRINGS,,109,,,
s000271,USA,CA,37.9930,-119.028,PAOHA ISLAND SPRINGS,,181,,,
s000272,USA,CA,37.6180,-119.074,REDS MEADOW HOT SPRINGS,,115,,,
s000273,USA,CA,37.7190,-118.735,SPRINGS,,75,,,
s000274,USA,CA,37.6350,-118.720,SPRINGS,,72,,,
s000275,USA,CA,37.6640,-118.802,THE TUB,,167,,,
s000276,USA,CA,37.6300,-118.808,WHITMORE HOT SPRINGS,,95,,,
s000277,USA,CA,37.4130,-119.139,null,,95,,,
s000278,USA,CA,37.6670,-118.781,null,,127,,,
s000279,USA,CA,37.6570,-118.764,null,,120,,,
s000280,USA,CA,37.6530,-118.925,null,,72,,,
s000281,USA,CA,37.6390,-118.756,null,,86,,,
s000282,USA,CA,37.6070,-118.808,null,,73,,,
s000283,USA,CA,37.2680,-118.272,null,,84,,,
s000284,USA,CA,37.9890,-119.139,null,,72,,,
s000285,USA,CA,37.9410,-119.036,null,,91,,,
s000286,USA,CA,37.8360,-119.016,null,,97,,,
s000287,USA,CA,40.2230,-122.747,STINKING SPRINGS,,101,,,
s000288,USA,CA,40.2380,-122.110,TUSCAN SPRINGS,,86,,,
s000289,USA,CA,38.8500,-120.025,MYERS WARM SPRING,,75,,,
s000290,USA,CA,38.1920,-120.827,VALLEY SPRINGS,,75,,,
s000291,USA,CA,33.5450,-115.654,CANYON SPRING,,97,,,
s000292,USA,CA,33.6250,-115.325,CORN SPRING,,72,,,
s000293,USA,CA,33.5120,-115.827,DOS PALMAS SPRING,,84,,,
s000294,USA,CA,33.7330,-114.907,MCCOY SPRING,,82,,,
s000295,USA,CA,33.2010,-115.577,MUD POTS,,100,,,
s000296,USA,CA,33.2120,-115.591,MUD POTS,,100,,,
s000297,USA,CA,33.3320,-115.575,MUD VOLCANOES,,W,,,
s000298,USA,CA,33.3280,-115.583,MUD VOLCANOES,,W,,,
s000299,USA,CA,33.3120,-115.577,MUD VOLCANOES,,W,,,
s000300,USA,CA,33.2880,-115.575,MUD VOLCANOES,,W,,,
s000301,USA,CA,33.2800,-115.592,MUD VOLCANOES,,W,,,
s000302,USA,CA,33.3430,-115.573,MUD VOLCANOES,,W,,,
s000303,USA,CA,33.3450,-115.588,MUD VOLCANOES,,W,,,
s000304,USA,CA,33.3130,-115.605,MUD VOLCANOES,,W,,,
s000305,USA,CA,33.2170,-115.580,WISTER MUD POT,,100,,,
s000306,USA,CA,34.1850,-117.262,"ARROWHEAD SPRINGS, WATERMAN HOT SPR",,194,,,
s000307,USA,CA,34.8260,-116.677,NEWBERRY SPRING,,77,,,
s000308,USA,CA,34.2710,-116.838,PAN HOT SPRINGS,,88,,,
s000309,USA,CA,34.2280,-117.483,TYLERS BATH SPRING,,92,,,
s000310,USA,CA,34.3400,-117.173,"WARM SPRING, HOT SPRING",,108,,,
s000311,USA,CA,34.1240,-117.078,null,,90,,,
s000312,USA,CA,32.9470,-116.305,AGUA CALIENTE SPRINGS,,101,,,
s000313,USA,CA,32.6170,-116.189,JACUMBA HOT SPRINGS,,101,,,
s000314,USA,CA,32.9700,-116.423,VALLECITOS SPRING,,79,,,
s000315,USA,CA,37.8800,-122.627,ROCKY POINT SPRINGS,,90,,,
s000316,USA,CA,37.9240,-122.046,SULPHUR SPRING,,75,,,
s000317,USA,CA,37.5030,-121.904,ALAMEDA WARM SPRINGS,,80,,,
s000318,USA,CA,37.8470,-121.635,BYRON HOT SPRINGS,,96,,,
s000319,USA,CA,37.6320,-121.762,CROHARE SPRING,,70,,,
s000320,USA,CA,37.1080,-121.478,GILROY HOT SPRINGS,,106,,,
s000321,USA,CA,37.5730,-121.445,LONE TREE MINERAL SPRING,,73,,,
s000322,USA,CA,37.3980,-121.794,MINERAL SPRINGS,,84,,,
s000323,USA,CA,37.4320,-121.308,SALT GRASS SPRINGS,,73,,,
s000324,USA,CA,37.0830,-121.042,SPRING IN ONEILL FOREBAY,,70,,,
s000325,USA,CA,37.9290,-121.965,SPRINGS,,W,,,
s000326,USA,CA,37.8950,-121.874,null,,70,,,
s000327,USA,CA,35.4000,-120.250,CAMETA WARM SPRING,,73,,,
s000328,USA,CA,35.1220,-120.542,NEWSOM SPRINGS,,99,,,
s000329,USA,CA,35.6630,-120.692,PASO ROBLES ARTESIAN SPRING,,102,,,
s000330,USA,CA,35.2690,-120.851,PECHO WARM SPRINGS,,95,,,
s000331,USA,CA,35.5820,-120.666,SANTA YSABEL SPRINGS (SULPHUR SPR),,92,,,
s000332,USA,CA,35.9080,-120.367,TABLE MOUNTAIN (SPRING),,88,,,
s000333,USA,CA,35.6490,-120.687,null,,108,,,
s000334,USA,CA,33.3630,-117.017,AGUA TIBIA SPRING,,92,,,
s000335,USA,CA,33.4360,-117.324,DE LUZ WARM SPRINGS,,85,,,
s000336,USA,CA,33.8960,-117.057,EDEN HOT SPRINGS,,109,,,
s000337,USA,CA,33.6640,-117.913,FAIRVIEW HOT SPRING,,96,,,
s000338,USA,CA,33.4070,-116.035,FISH SPRINGS,,90,,,
s000339,USA,CA,33.8350,-116.988,GILMAN HOT SPRINGS,,117,,,
s000340,USA,CA,33.7530,-117.495,GLEN IVY HOT SPRINGS,,131,,,
s000341,USA,CA,33.9690,-116.942,HIGHLAND SPRINGS,,112,,,
s000342,USA,CA,33.8370,-117.145,LAKEVIEW HOT SPRINGS,,100,,,
